"TreeID","X","Y","Radius","Error","H","h_radius","dbh","Plot","Plot_ID","Plot_name","dbh_cm"
13,5.70388737820083,-9.97658471183631,0.0639118849755271,0.000444508693852185,20.9699992951668,1.3,0.127823769951054,"Plot 1","9_Tree1_Hood",1,12.7823769951054
14,5.59954754057977,-11.734613466708,0.0851964834973474,0.000517305847852686,19.2700004390604,1.3,0.170392966994695,"Plot 1","9_Tree1_Hood",1,17.0392966994695
15,5.38433960548192,7.30321296097855,0.134513966206359,0.000241299401332482,23.3099994410191,1.3,0.269027932412718,"Plot 1","9_Tree1_Hood",1,26.9027932412718
17,4.1597379396066,11.2969774873458,0.142114538465813,0.000561986557972643,23.5499992276488,1.3,0.284229076931626,"Plot 1","9_Tree1_Hood",1,28.4229076931626
18,4.03593594734892,1.21154262587129,0.120807635222888,0.000209676234817589,20.1700000727844,1.3,0.241615270445775,"Plot 1","9_Tree1_Hood",1,24.1615270445775
19,4.01457536167344,-5.22818536732127,0.105169107827042,0.000250878821120111,22.5799999062808,1.3,0.210338215654084,"Plot 1","9_Tree1_Hood",1,21.0338215654084
20,2.99437230330849,9.06720905054927,0.0909506776371937,0.000515406351300005,23.9300002957167,1.3,0.181901355274387,"Plot 1","9_Tree1_Hood",1,18.1901355274387
21,2.45420349021799,-8.46850293186723,0.0977761005901863,0.000279855841587566,23.0100002269444,1.3,0.195552201180373,"Plot 1","9_Tree1_Hood",1,19.5552201180373
22,2.08424353281395,8.07802902965629,0.221839137774526,0.00244669826902697,23.2199992898767,1.3,0.443678275549052,"Plot 1","9_Tree1_Hood",1,44.3678275549052
25,1.54640419767493,-11.5600786822144,0.0519787027523083,0.000738351928906311,22.0900001297222,1.3,0.103957405504617,"Plot 1","9_Tree1_Hood",1,10.3957405504616
26,1.48005720085702,6.68076571297907,0.0790193130879713,0.000296639581929359,23.9200000639676,1.3,0.158038626175943,"Plot 1","9_Tree1_Hood",1,15.8038626175943
28,-6.37795849412227,0.19063741647911,0.145777675577367,0.000334864921012457,23.690000509087,1.3,0.291555351154734,"Plot 1","9_Tree1_Hood",1,29.1555351154734
29,-0.0629753504061271,-7.48322300754396,0.174934731887881,0.000160300053779303,24.0900001345032,1.3,0.349869463775762,"Plot 1","9_Tree1_Hood",1,34.9869463775762
